no,fragment.daylight,fragments.manual.search,epi.value,std.dev,reg.avg,reg.median,reg.mode,avg.dist,hansch.pref
33,CC(=O)OC*,C3H5O2,-2.2,0,-2.2,-2.2,,-2.2,
34,COCC*,C3H7O1,-1.89,0.06,-1.95,-1.95,,-1.95,-2.01
35,CC(O)C*,C2H7O1,-2.1,0.105,-2.205,-2.205,,-2.205,-2.31
36,FC*,C1H2F1,-1.32,0.075424723,-1.373333333,-1.32,-1.32,-1.4,-1.32
37,ClC*,C1H2Cl1,-1.3,0.084852814,-1.36,-1.3,-1.3,-1.39,-1.3
38,BrC*,C1H2Br1,-1.3,0.088317609,-1.39,-1.36,,-1.39,-1.51
39,IC*,C1H2I1,-1.42,0.089566859,-1.483333333,-1.42,-1.42,-1.515,-1.61
40,ClCC*,C2H4Cl1,-2,0.07,-2.07,-2.07,,-2.07,-2.14
41,ClCCC*,C3H6Cl1,-1.7,0.01,-1.71,-1.71,,-1.71,-1.72
42,FCCC*,C3H6F1,-1.64,0,-1.64,-1.64,-1.64,-1.64,-1.64
43,BrCC*,C2H4Br1,-2.1,0.17016332,-2.283333333,-2.24,,-2.283333333,-2.24
44,ICC*,C2H4I1,-2.14,0.06,-2.2,-2.2,,-2.2,-2.26
45,ClC(Cl)C*,C2H3Cl2,-2,0,-2,-2,,-2,
46,ClC(Cl)(Cl)C*,C2H2Cl3,-2.22,0,-2.22,-2.22,,-2.22,
47,FC(F)(F)C*,C2H2F3,-1.3,0,-1.3,-1.3,,-1.3,
48,*CC#N,C2H2N1,-2.01,0.150228992,-2.1475,-2.1,,-2.1475,-2.38
49,*CCC#N,C3H4N1,-2.11,0.050990195,-2.16,-2.14,,-2.16,-2.23
50,NC*,C1H4N1,-1.09,0,-1.09,-1.09,,-1.09,
51,CN(C)C*,C3H8N1,-1.3,0,-1.3,-1.3,,-1.3,
52,CC(=O)NC*,C3H6N1O1,-1.87,0,-1.87,-1.87,,-1.87,
53,*CN(=O)=O,C1H2N1O2,-2.6,0.055,-2.655,-2.655,,-2.655,-2.71
54,CN(C)CC*,C4H10N1,-1.73,0,-1.73,-1.73,,-1.73,
55,*COC1=CC=CC=C1,C7H7O1,-1.4,0.180190871,-1.5675,-1.505,,-1.5675,-1.44
56,SC*,C1H3S1,-1.3,0,-1.3,-1.3,,-1.3,
57,CSC*,C2H5S1,-1.36,0.133666251,-1.54,-1.58,,-1.54,-1.58
58,*CSC#N,C2H2N1S1,-2.3,0,-2.3,-2.3,,-2.3,
59,FC(F)(F)SC*,C2H2F3S1,-2.38,0,-2.38,-2.38,,-2.38,
60,CS(=O)C*,C2H5O1S1,-2.4,0,-2.4,-2.4,,-2.4,
61,CS(=O)(=O)C*,C2H5O2S1,-2.65,0,-2.65,-2.65,,-2.65,
62,[H]C(=O)C*,C2H3O1,-2.19,0,-2.19,-2.19,,-2.19,
63,OC(=O)C*,C2H3O2,-2.23,0,-2.23,-2.23,,-2.23,
64,CC(=O)C*,C3H5O1,-1.8,0.095,-1.895,-1.895,,-1.895,-1.99
65,COC(=O)C*,C3H5O2,-2.3,0,-2.3,-2.3,,-2.3,
66,NC(=O)C*,C2H4N1O1,-2.2,1.82,-0.38,-0.38,,-0.38,
67,OC(=O)CC*,C3H5O2,-2.09,0.06,-2.15,-2.15,,-2.15,-2.21
68,CC(=O)CC*,C4H7O1,-2.1,0.015,-2.115,-2.115,,-2.115,-2.13
69,CC(C)*,C3H7,-1.6,0.537173674,-1.623333333,-1.655,-1.6,-1.628,-1.71
70,CCC(C)*,C4H9,-2.1,0.323752992,-2.362,-2.24,,-2.362,-2.37
71,CCCC(C)*,C5H11,-2.1,0.02,-2.12,-2.12,,-2.12,-2.14
72,CCCCC(C)*,C6H13,-2.1,0.04,-2.14,-2.14,,-2.14,-2.18
73,CCCC(*)CC,C6H13,-3.1,0.01,-3.11,-3.11,,-3.11,-3.12
74,CCC(*)C(C)C,C6H13,-4.3,0.025,-4.325,-4.325,,-4.325,-4.35
75,CCCCC(*)CC,C7H15,-3.1,0.025,-3.125,-3.125,,-3.125,-3.15
76,CCC(*)CC(C)(C)C,C8H17,-4.3,0,-4.3,-4.3,,-4.3,
77,CCC(*)CC,C5H11,-3.12,0.295835681,-3.3225,-3.17,-3.12,-3.39,-3.12
78,CCCC(*)CCC,C7H15,-3.15,0.094280904,-3.216666667,-3.15,-3.15,-3.25,-3.15
79,CC(C)C(*)C(C)C,C7H15,-6.13,0,-6.13,-6.13,-6.13,-6.13,-6.13
80,CC(C)C(*)C(C)(C)C,C8H17,-7.6,0.025,-7.625,-7.625,,-7.625,-7.65
81,CC(*)C(C)(C)C,C6H13,-4.3,0.12083046,-4.4,-4.33,,-4.4,-4.57
82,CC(*)CC(C)(C)C,C7H15,-2.93,0.075424723,-2.983333333,-2.93,-2.93,-3.01,-3.09
83,CCCCCCC(C)*,C9H11,-1.5,0.615731273,-2.105,-1.965,,-2.105,-2.37
84,CCCCC(*)CCCC,C9H19,-3.2,0,-3.2,-3.2,-3.2,-3.2,-3.2
85,CC(C)(C)C(*)C(C)(C)C,C9H19,-8.09,0,-8.09,-8.09,-8.09,-8.09,-8.09
86,CC(C)(C)CC(*)CC(C)(C)C,C11H23,-4.1,0,-4.1,-4.1,,-4.1,
87,CC(C)CC(*)CC(C)C,C9H19,-3.5,0.335885025,-3.7575,-3.605,-3.5,-3.843333333,-3.71
88,CC(C)CC(*)CC(C)(C)C,C10H21,-4.18,0,-4.18,-4.18,,-4.18,
89,CC(*)C1=CC=CC=C1,C8H9,-2,0.198158186,-2.15,-2.02,,-2.15,-2.43
90,CCC(*)C1=CC=CC=C1,C9H11,-2.4,0.148174072,-2.533333333,-2.46,,-2.533333333,-2.74
91,*C(C1=CC=CC=C1)C1=CC=CC=C1,C13H11,-2.62,0.142323575,-2.722,-2.67,-2.62,-2.7475,-3
92,CC(*)C=C,C4H7,-2.5,0,-2.5,-2.5,,-2.5,
93,CC(*)C#C,C4H5,-3.2,0,-3.2,-3.2,,-3.2,
94,*C(C#N)C#N,C3H1N2,-2.3,0,-2.3,-2.3,,-2.3,
95,FC(F)*,C1H1F2,-1.44,0.221560125,-1.596666667,-1.44,-1.44,-1.675,-1.44
96,ClC(Cl)*,C1H1Cl2,-1.7,0.509116882,-2.06,-1.7,-1.7,-2.24,-2.78
97,BrC(Br)*,C1H1Br2,-1.8,0.594866932,-2.26,-1.88,,-2.26,-3.1
98,IC(I)*,C1H1I2,-2.05,0,-2.05,-2.05,-2.05,-2.05,-2.05
99,CC(Cl)*,C2H4Cl1,-1.7,0.02,-1.72,-1.72,,-1.72,-1.74
100,CC(Br)*,C2H4Br1,-2.5,0.233666429,-2.2,-2.17,,-2.2,-1.93
101,CC(I)*,C2H4I1,-2.48,0.06,-2.54,-2.54,,-2.54,-2.6
102,FCC(F)*,C2H3F2,-1.44,0,-1.44,-1.44,,-1.44,
103,CC(O)*,C2H5O1,-1.1,0.044969125,-1.096666667,-1.1,,-1.096666667,-1.15
104,CCC(O)*,C3H7O1,-1.4,0.09,-1.49,-1.49,,-1.49,
105,CCCC(O)*,C4H9O1,-1.4,0.069761498,-1.48,-1.47,,-1.48,-1.47
106,CC(C)(C)C(O)*,C5H11O1,-3.3,0.075,-3.375,-3.375,,-3.375,
107,OC(*)C1=CC=CC=C1,C7H7O1,-1.65,0,-1.65,-1.65,,-1.65,
108,OCC(O)*,C2H5O2,-1.93,0.06,-1.99,-1.99,,-1.99,-2.05
109,OC(O)*,C1H3O2,-1.7,0,-1.7,-1.7,,-1.7,
110,OC(F)*,C1H2F1O1,-1.4,0,-1.4,-1.4,,-1.4,
111,COC(C)*,C3H7O1,-1.7,0.09,-1.79,-1.79,,-1.79,
112,CCC(*)OC,C4H9O1,-2.5,0.31,-2.19,-2.19,,-2.19,-1.88
113,COCC(*)OC,C4H9O2,-2.5,0,-2.5,-2.5,,-2.5,
114,*C1CC1,C3H5,-2.2,0.005,-2.205,-2.205,,-2.205,-2.21
115,*C1CCC1,C4H7,-1.15,0.070710678,-1.2,-1.15,-1.15,-1.225,-1.15
116,*C1CCCC1,C5H9,-1.5,0.111455023,-1.593333333,-1.53,,-1.593333333,-1.53
117,*C1CCCCC1,C6H11,-1.81,0.322155242,-2.126,-2.03,-1.81,-2.205,-1.81
118,*C1CCCCCC1,C7H13,-2,0.151730756,-2.126666667,-2.04,,-2.126666667,-2.34
119,CC(C)(C)*,C4H9,-2.5,0.44205882,-2.928,-2.78,,-2.928,-2.78
120,CCC(C)(C)*,C5H11,-3.4,0.004714045,-3.403333333,-3.4,-3.4,-3.405,-3.4
121,CC(C)C(C)(C)*,C6H13,-4.6,0,-4.6,-4.6,,-4.6,
122,CC(C)(C)C(C)(C)*,C7H15,-6.5,0.559352304,-6.055,-6.28,,-6.055,-5.14
123,CC(C)(C)CC(C)(C)*,C8H17,-3.6,0.485546656,-3.256666667,-3.6,-3.6,-3.085,-2.57
124,CC(C)(C)CC(C)(*)C(C)(C)C,C11H23,-5.1,0.07,-5.17,-5.17,,-5.17,-5.24
125,CC(C)C(C)(*)C(C)C,C8H17,-8.5,0,-8.5,-8.5,-8.5,-8.5,-8.5
126,CC(C)C(C)(*)C(C)(C)C,C9H19,-8.68,0,-8.68,-8.68,-8.68,-8.68,-8.68
127,CCC(*)(C(C)C)C(C)(C)C,C10H21,-7.74,0,-7.74,-7.74,-7.74,-7.74,-7.74
128,CCC(*)(CC)C(C)C,C8H17,-7.3,0.01,-7.31,-7.31,,-7.31,-7.32
129,CCC(*)(CC)C(C)(C)C,C9H19,-8.3,0.015,-8.315,-8.315,,-8.315,-8.33
130,CCC(*)(C(C)C)C(C)C,C9H19,-8.5,0,-8.5,-8.5,-8.5,-8.5,-8.5
131,CCC(*)(CC)CC,C7H15,-6.1,0.586571962,-5.85,-6.1,,-5.85,-6.41
132,CC(C)C(*)(C(C)C)C(C)C,C10H21,-7.8,0.025,-7.825,-7.825,,-7.825,-7.85
133,CC(*)(C1=CC=CC=C1)C1=CC=CC=C1,C14H13,-4.8,0.071336449,-4.873333333,-4.85,,-4.873333333,-4.97
134,CCC(*)(C1=CC=CC=C1)C1=CC=CC=C1,C15H15,-5.6,0.038586123,-5.616666667,-5.6,,-5.616666667,-5.58
135,*C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C19H15,-6,0.046427961,-5.983333333,-6,,-5.983333333,-5.92
136,CC(C)(O)*,C3H7O1,-1.8,0.075,-1.875,-1.875,,-1.875,-1.95
137,COC(C)(C)*,C4H9O1,-2.5,0.085,-2.585,-2.585,,-2.585,-2.67
138,CC(C)(Br)*,C3H6Br1,-2.8,0.045,-2.845,-2.845,,-2.845,-2.89
139,CC(Br)(Br)*,C2H3Br2,-3,0.02,-3.02,-3.02,,-3.02,-3.04
140,FC(F)(F)*,C1F3,-1.9,0.23570226,-2.066666667,-1.9,-1.9,-2.15,-2.4
141,ClC(Cl)(Cl)*,C1Cl3,-2.87,0.202703944,-3.013333333,-2.87,-2.87,-3.085,-3.3
142,BrC(Br)(Br)*,C1Br3,-3.26,0.193275854,-3.396666667,-3.26,-3.26,-3.465,
143,IC(I)(I)*,C1I3,-3.7,0.02,-3.72,-3.72,,-3.72,-3.74
144,FC(F)(Cl)*,C1Cl1F2,-2.7,0,-2.7,-2.7,,-2.7,
145,FC(F)(F)C(F)(F)*,C2F5,-2.7,0,-2.7,-2.7,,-2.7,
146,*C=C,C2H3,-3.1,0.045,-3.145,-3.145,,-3.145,-3.19
147,CC=C*,C3H5,-3.2,0,-3.2,-3.2,,-3.2,
148,CCC=C*,C4H7,-3.2,0,-3.2,-3.2,,-3.2,
149,CC(C)=C*,C4H7,-3.2,0,-3.2,-3.2,,-3.2,
150,*\C=C\C=O,C3H3O1,-3.2,0,-3.2,-3.2,,-3.2,
151,OC(=O)\C=C\*,C3H3O2,-3.2,0,-3.2,-3.2,,-3.2,
152,CC(=O)\C=C\*,C4H5O1,-3.2,0,-3.2,-3.2,,-3.2,
153,CCOC(=O)\C=C\*,C5H7O2,-3.2,0,-3.2,-3.2,,-3.2,
154,ClC=C*,C2H2Cl1,-3.2,0,-3.2,-3.2,,-3.2,
155,ClC(Cl)=C*,C2H1Cl2,-3.2,0,-3.2,-3.2,,-3.2,
156,FC(F)=C*,C2H1F2,-3.2,0,-3.2,-3.2,,-3.2,
157,*\C=C/C#N,C3H2N1,-3.2,0,-3.2,-3.2,,-3.2,
158,*C=C(C#N)C#N,C4H1N2,-3.2,0,-3.2,-3.2,,-3.2,
159,*\C=C/N(=O)=O,C2H2N1O2,-3.2,0,-3.2,-3.2,,-3.2,
160,*\C=C/C1=CC=CC=C1,C8H7,-3.2,0,-3.2,-3.2,,-3.2,
161,CC(*)=C,C3H5,-4.1,0,-4.1,-4.1,,-4.1,
162,C\C=C(\C)*,C4H7,-4.1,0,-4.1,-4.1,,-4.1,
163,ClC(Cl)=C(Cl)*,C2Cl3,-4.1,0,-4.1,-4.1,,-4.1,
164,FC(F)=C(F)*,C2F3,-4.1,0,-4.1,-4.1,,-4.1,
165,*C(C#N)=C(C#N)C#N,C5N3,-4.1,0,-4.1,-4.1,,-4.1,
166,*C#C,C2H1,-3.2,0,-3.2,-3.2,,-3.2,
167,CC#C*,C3H3,-3.29,0,-3.29,-3.29,,-3.29,
168,*C#CC1=CC=CC=C1,C8H5,-3.2,0.055,-3.145,-3.145,,-3.145,-3.09
169,FC(F)(F)C#C*,C3F3,-3.29,0,-3.29,-3.29,,-3.29,
170,*C=O,C1H1O1,-0.61,0,-0.61,-0.61,,-0.61,
171,OC(*)=O,C1H1O2,-1.64,0,-1.64,-1.64,,-1.64,
172,CCOC(*)=O,C3H5O2,-1.6,0,-1.6,-1.6,,-1.6,
173,CC(*)=O,C2H3O1,-1.6,0,-1.6,-1.6,,-1.6,
174,CC(C)C(*)=O,C4H7O1,-1.64,0,-1.64,-1.64,,-1.64,
175,*C(=O)C1=CC=CC=C1,C7H5O1,-1.64,0,-1.64,-1.64,,-1.64,
176,FC(F)(F)C(*)=O,C2F3O1,-1.6,0,-1.6,-1.6,,-1.6,
177,NC(*)=O,C1H2N1O1,-1.6,0,-1.6,-1.6,,-1.6,
178,CNC(*)=O,C2H4N1O1,-1.64,0,-1.64,-1.64,,-1.64,
179,*C(=O)NC1=CC=CC=C1,C7H6N1O1,-1.6,0,-1.6,-1.6,,-1.6,
180,COC(*)=O,C2H3O2,-1.6,0,-1.6,-1.6,,-1.6,
181,CCOC(*)=O,C3H5O2,-1.6,0,-1.6,-1.6,,-1.6,
182,*C1=CC=CC=C1,C6H5,-3.4,1.11226121,-2.915,-3.415,,-2.915,
183,*C1=CC=C2C=CC=CC2=C1,C10H7,-3.4,2.52,-0.88,-0.88,,-0.88,1.64
184,*C1=CC2=C(C=C1)C=C1C=CC=CC1=C2,C14H9,-3.4,0,-3.4,-3.4,,-3.4,
185,*C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,C18H11,-3.43,0,-3.43,-3.43,,-3.43,
186,*C1=CC=CO1,C4H3O1,-3.7,0,-3.7,-3.7,,-3.7,
187,*C1=COC=C1,C4H3O1,-3.4,0.025,-3.425,-3.425,,-3.425,-3.45
188,N*,H2N1,-0.61,0,-0.61,-0.61,-0.61,-0.61,-0.61
189,CN*,C1H4N1,-1,0,-1,-1,,-1,
190,CCN*,C2H6N1,-1.2,0,-1.2,-1.2,,-1.2,
191,CCCN*,C3H8N1,-1.2,0,-1.2,-1.2,,-1.2,
192,CCCCN*,C4H10N1,-1.2,0,-1.2,-1.2,,-1.2,
193,*NC1=CC=CC=C1,C6H6N1,-1.2,0,-1.2,-1.2,,-1.2,
194,*NC=O,C1H2N1O1,-1.5,0,-1.5,-1.5,,-1.5,
195,CC(=O)N*,C2H4N1O1,-1.5,2.75,1.25,1.25,,1.25,4
196,*NC(=O)C1=CC=CC=C1,C7H6N1O1,-1.6,0,-1.6,-1.6,,-1.6,
197,CCOC(=O)N*,C3H6N1O2,-1.5,0,-1.5,-1.5,,-1.5,
198,NC(=O)N*,C1H3N2O1,-1.5,0,-1.5,-1.5,,-1.5,
199,ON*,H2N1O1,-0.61,0,-0.61,-0.61,,-0.61,
200,NN*,H3N2,-1,0,-1,-1,,-1,
201,CN(C)*,C2H6N1,-1.2,0,-1.2,-1.2,,-1.2,
202,CCN(*)CC,C4H10N1,-1.3,0,-1.3,-1.3,,-1.3,
203,CN(*)C(C)=O,C3H6N1O1,-1.6,0,-1.6,-1.6,,-1.6,
204,O*,H1O1,-0.5,0.025,-0.525,-0.525,,-0.525,-0.55
205,CO*,C1H3O1,-0.55,0,-0.55,-0.55,-0.55,-0.55,-0.55
206,CCO*,C2H5O1,-1,0,-1,-1,,-1,
207,CCCO*,C3H7O1,-1.05,0,-1.05,-1.05,,-1.05,
208,CCCCO*,C4H9O1,-1.05,0,-1.05,-1.05,,-1.05,
209,CCCCCO*,C5H11O1,-1,0,-1,-1,,-1,
210,CC(C)O*,C3H7O1,-1.05,0,-1.05,-1.05,,-1.05,
211,*OCC=C,C3H5O1,-1.3,1.37,0.07,0.07,,0.07,1.44
212,*OCC#C,C3H3O1,-1.8,0.045,-1.845,-1.845,,-1.845,-1.89
213,*OC1CCCCC1,C6H11O1,-1.2,0,-1.2,-1.2,,-1.2,
214,*OC1=CC=CC=C1,C6H5O1,-1.1,0,-1.1,-1.1,,-1.1,
215,CC(=O)O*,C2H3O2,-1.3,0,-1.3,-1.3,,-1.3,
216,FC(F)(F)C(=O)O*,C1F3O2,-1.6,0,-1.6,-1.6,,-1.6,
217,*ON(=O)=O,N1O3,-1.8,0,-1.8,-1.8,,-1.8,
218,FC(F)(F)O*,C1F3O1,-1.6,0,-1.6,-1.6,,-1.6,
219,ClCO*,C1H2Cl1O1,-1.1,0,-1.1,-1.1,,-1.1,
220,FCO*,C1H2F1O1,-1,0,-1,-1,,-1,
221,ClC(Cl)O*,C1H1Cl2O1,-1.3,0,-1.3,-1.3,,-1.3,
222,FC(F)O*,C1H1F2O1,-1.3,0,-1.3,-1.3,,-1.3,
223,ClC(Cl)(Cl)O*,C1Cl3O1,-1.6,0,-1.6,-1.6,,-1.6,
224,*OC#N,C1N1O1,-1.5,0,-1.5,-1.5,,-1.5,
225,CS(=O)(=O)O*,C1H3O3S1,-2,0,-2,-2,,-2,
229,COP(*)OC,C2H6O2P1,0,0,2.31,2.31,,2.31,
247,S*,H1S1,-1,0.035,-1.035,-1.035,,-1.035,-1.07
248,CS*,C1H3S1,-1.07,0,-1.07,-1.07,-1.07,-1.07,-1.07
249,CCS*,C2H5S1,-1.28,0,-1.28,-1.28,,-1.28,
250,CCCS*,C3H7S1,-1.35,0,-1.35,-1.35,,-1.35,
251,CCCCS*,C4H9S1,-1.35,0,-1.35,-1.35,,-1.35,
252,CCCCCS*,C5H11S1,-1.3,0,-1.3,-1.3,,-1.3,
253,CC(C)S*,C3H7S1,-1.3,0,-1.3,-1.3,,-1.3,
254,*SCC1=CC=CC=C1,C7H7S1,-1.3,0,-1.3,-1.3,,-1.3,
255,*SC1=CC=CC=C1,C6H5S1,-1.5,0,-1.5,-1.5,,-1.5,
256,*SC1CCCCC1,C6H11S1,-1.4,0,-1.4,-1.4,,-1.4,
257,*SC=C,C2H3S1,-1.9,0,-1.9,-1.9,,-1.9,
258,*SCC=C,C3H5S1,-1.4,0,-1.4,-1.4,,-1.4,
259,*SC#C,C2H1S1,-1.9,0,-1.9,-1.9,,-1.9,
260,*SC#N,C1N1S1,-2.1,0,-2.1,-2.1,,-2.1,
261,FCS*,C1H2F1S1,-1.2,0,-1.2,-1.2,,-1.2,
262,FC(F)S*,C1H1F2S1,-1.3,0,-1.3,-1.3,,-1.3,
263,ClS*,Cl1S1,-1.5,0,-1.5,-1.5,,-1.5,
264,FC(F)(F)S*,C1F3S1,-2.1,0,-2.1,-2.1,,-2.1,
265,CN(C)S*,C2H6N1S1,-1.28,0,-1.28,-1.28,,-1.28,
266,COS*,C1H3O1S1,-1.5,0,-1.5,-1.5,,-1.5,
267,FCOS*,C1H2F1O1S1,-1.5,0,-1.5,-1.5,,-1.5,
268,CC(=O)S*,C2H3O1S1,-1.6,0,-1.6,-1.6,,-1.6,
269,NC(=O)S*,C1H2N1O1S1,-1.6,0,-1.6,-1.6,,-1.6,
437,CCCOC*,C4H7O1,,0,-1.64,-1.64,,-1.64,
444,COCCC*,C4H9O1,,0,-1.66,-1.66,,-1.66,-1.66
445,CC(C)(O)C*,C4H9O1,,0,-2.98,-2.98,,-2.98,-2.98
447,CCOCC*,C4H9O1,,0,-2.21,-2.21,,-2.21,-2.21
470,CCOC(*)OCC,C5H11O2,,0,-2.42,-2.42,,-2.42,-2.42
579,CC(C)(C)OOC(C)(C)*,C7H15O2,,0,-3.2,-3.2,,-3.2,-3.2
604,CC(C)(C)OCC(C)(C)*,C8H17O1,,0,-2.81,-2.81,,-2.81,-2.81
605,CC(C)(C)COC(C)(C)*,C8H17O1,,0,-2.67,-2.67,,-2.67,-2.67
615,CC(C)(C*)C1=CC=CC=C1,C10H10,,0.155,-3.095,-3.095,,-3.095,-2.94
630,*C(SC1=CC=CC=C1)SC1=CC=CC=C1,C13H11S2,,0,-4.53,-4.53,,-4.53,-4.53
639,CCSC*,C3H7S1,,0,-1.71,-1.71,,-1.71,-1.71
