no,fragment.daylight,fragments.manual.search,epi.value,std.dev,reg.avg,reg.median,reg.mode,avg.dist,hansch.pref
48,*CC#N,C2H2N1,,0.060911445,0.245714286,0.24,,0.245714286,0.2
50,NC*,C1H4N1,,0.037712362,0.053333333,0.08,0.08,0.04,0
51,CN(C)C*,C3H8N1,,0,0.05,0.05,,0.05,0.05
52,CC(=O)NC*,C3H6N1O1,,0,0.09,0.09,,0.09,0.09
53,*CN(=O)=O,C1H2N1O2,,0,0.25,0.25,,0.25,
55,*COC1=CC=CC=C1,C7H7O1,,0,0.12,0.12,,0.12,
57,CSC*,C2H5S1,,0,0.14,0.14,,0.14,
59,FC(F)(F)SC*,C2H2F3S1,,0.024944383,0.183333333,0.19,,0.183333333,0.15
63,OC(=O)C*,C2H3O2,,0,0.11,0.11,,0.11,
65,COC(=O)C*,C3H5O2,,0,0.17,0.17,,0.17,0.17
66,NC(=O)C*,C2H4N1O1,,0,0.06,0.06,,0.06,
69,CC(C)*,C3H7,,0.070489361,-0.0075,-0.025,,-0.0075,0.01
70,CCC(C)*,C4H9,,0.031368774,-0.054,-0.06,,-0.054,-0.03
77,CCC(*)CC,C5H11,,0,-0.16,-0.16,,-0.16,
85,CC(C)(C)C(*)C(C)(C)C,C9H19,,0,-0.03,-0.03,,-0.03,
89,CC(*)C1=CC=CC=C1,C8H9,,0,0.07,0.07,,0.07,0.07
91,*C(C1=CC=CC=C1)C1=CC=CC=C1,C13H11,,0,0.19,0.19,,0.19,0.19
94,*C(C#N)C#N,C3H1N2,,0,0.55,0.55,,0.55,0.55
95,FC(F)*,C1H1F2,,0.02409472,0.278333333,0.275,0.26,0.28,0.29
96,ClC(Cl)*,C1H1Cl2,,0.011661904,0.302,0.3,0.29,0.305,0.3
97,BrC(Br)*,C1H1Br2,,0.091345498,0.224,0.26,,0.224,0.3
98,IC(I)*,C1H1I2,,0.13,0.13,0.13,,0.13,0.26
99,CC(Cl)*,C2H4Cl1,,0,-0.02,-0.02,,-0.02,-0.02
100,CC(Br)*,C2H4Br1,,0,0.19,0.19,,0.19,0.19
102,FCC(F)*,C2H3F2,,0,0.09,0.09,,0.09,
103,CC(O)*,C2H5O1,,0,0.04,0.04,,0.04,
104,CCC(O)*,C3H7O1,,0,0.01,0.01,,0.01,
107,OC(*)C1=CC=CC=C1,C7H7O1,,0.045,0.055,0.055,,0.055,0.1
114,*C1CC1,C3H5,,0.060156047,0.0075,0.01,0.01,0.006666667,
117,*C1CCCCC1,C6H11,,0.050039984,-0.016,-0.02,,-0.016,-0.02
119,CC(C)(C)*,C4H9,,0.096038729,-0.02625,-0.04,-0.07,-0.011666667,-0.07
120,CCC(C)(C)*,C5H11,,0.08,-0.16,-0.16,,-0.16,
135,*C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C19H15,,0.23,0.02,0.02,,0.02,0.25
140,FC(F)(F)*,C1F3,,0.036770686,0.3925,0.395,0.39,0.388888889,0.4
141,ClC(Cl)(Cl)*,C1Cl3,,0.138412516,0.294444444,0.31,0.31,0.272857143,0.31
142,BrC(Br)(Br)*,C1Br3,,0.134412301,0.16,0.25,,0.16,0.26
145,FC(F)(F)C(F)(F)*,C2F5,,0,0.41,0.41,,0.41,0.41
146,*C=C,C2H3,,0.037155828,0.061666667,0.065,,0.061666667,0.11
148,CCC=C*,C4H7,,0,0.07,0.07,,0.07,0.07
149,CC(C)=C*,C4H7,,0,0.05,0.05,,0.05,0.05
151,OC(=O)\C=C\*,C3H3O2,,0,0.26,0.26,,0.26,0.26
154,ClC=C*,C2H2Cl1,,0,0.18,0.18,,0.18,0.18
155,ClC(Cl)=C*,C2H1Cl2,,0,0.18,0.18,,0.18,0.18
158,*C=C(C#N)C#N,C4H1N2,,0,0.43,0.43,,0.43,0.43
159,*\C=C/N(=O)=O,C2H2N1O2,,0,0.24,0.24,,0.24,0.24
160,*\C=C/C1=CC=CC=C1,C8H7,,0,0.02,0.02,,0.02,
161,CC(*)=C,C3H5,,0.065,0.035,0.035,,0.035,0.1
165,*C(C#N)=C(C#N)C#N,C5N3,,0.028284271,0.65,0.67,0.67,0.64,0.67
166,*C#C,C2H1,,0.155,0.135,0.135,,0.135,0.29
167,CC#C*,C3H3,,0.14,0.16,0.16,,0.16,0.3
168,*C#CC1=CC=CC=C1,C8H5,,0.095,0.235,0.235,,0.235,0.14
169,FC(F)(F)C#C*,C3F3,,0,0.35,0.35,,0.35,0.35
170,*C=O,C1H1O1,,0.06670832,0.315,0.315,,0.315,0.27
171,OC(*)=O,C1H1O2,,0.106144556,0.27,0.31,,0.27,0.3
172,CCOC(*)=O,C3H5O2,,0.072896426,0.238333333,0.25,,0.238333333,0.21
173,CC(*)=O,C2H3O1,,0.055103209,0.24,0.22,0.18,0.2575,0.3
175,*C(=O)C1=CC=CC=C1,C7H5O1,,0.102577884,0.163333333,0.195,,0.163333333,0.2
176,FC(F)(F)C(*)=O,C2F3O1,,0.079145436,0.506,0.47,0.45,0.52,0.45
177,NC(*)=O,C1H2N1O1,,0.051881275,0.295,0.285,0.28,0.298,0.28
179,*C(=O)NC1=CC=CC=C1,C7H6N1O1,,0,0.25,0.25,,0.25,0.25
180,COC(*)=O,C2H3O2,,0.080254697,0.211428571,0.21,,0.211428571,0.32
181,CCOC(*)=O,C3H5O2,,0.072896426,0.238333333,0.25,,0.238333333,0.21
182,*C1=CC=CC=C1,C6H5,,0.037745084,0.124444444,0.12,0.08,0.131428571,0.12
183,*C1=CC=C2C=CC=CC2=C1,C10H7,,0.035,0.175,0.175,,0.175,0.14
184,*C1=CC2=C(C=C1)C=C1C=CC=CC1=C2,C14H9,,0,0.36,0.36,,0.36,
186,*C1=CC=CO1,C4H3O1,,0.044969125,0.093333333,0.09,,0.093333333,0.04
188,N*,H2N1,,0.061791438,0.09,0.1,0.01,0.107777778,0.12
189,CN*,C1H4N1,,0.1596524,0.183333333,0.13,,0.183333333,0.13
190,CCN*,C2H6N1,,0,0.03,0.03,,0.03,
193,*NC1=CC=CC=C1,C6H6N1,,0.138884444,0.186666667,0.18,,0.186666667,0.02
194,*NC=O,C1H2N1O1,,0.023299295,0.31,0.29,0.29,0.32,0.33
195,CC(=O)N*,C2H4N1O1,,0.032499205,0.252727273,0.26,0.28,0.243333333,0.29
196,*NC(=O)C1=CC=CC=C1,C7H6N1O1,,0.015,0.295,0.295,,0.295,0.28
197,CCOC(=O)N*,C3H6N1O2,,0,0.28,0.28,,0.28,0.28
199,ON*,H2N1O1,,0,0.12,0.12,,0.12,0.12
200,NN*,H3N2,,0.042426407,0.11,0.14,0.14,0.095,0.14
201,CN(C)*,C2H6N1,,0.061229078,0.089,0.1,0.06,0.095,0.06
202,CCN(*)CC,C4H10N1,,0,0.02,0.02,,0.02,
203,CN(*)C(C)=O,C3H6N1O1,,0.015,0.345,0.345,,0.345,0.36
204,O*,H1O1,,0.114895605,0.317,0.29,0.29,0.341666667,0.29
205,CO*,C1H3O1,,0.114972823,0.3075,0.27,0.25,0.32625,0.27
206,CCO*,C2H5O1,,0.177951304,0.38,0.28,,0.38,0.28
207,CCCO*,C3H7O1,,0.025,0.255,0.255,,0.255,0.28
208,CCCCO*,C4H9O1,,0.175,0.455,0.455,,0.455,0.28
210,CC(C)O*,C3H7O1,,0.01,0.25,0.25,,0.25,0.26
214,*OC1=CC=CC=C1,C6H5O1,,0.072586156,0.4075,0.4,0.38,0.412,0.4
215,CC(=O)O*,C2H3O2,,0.046193986,0.354545455,0.36,0.29,0.36375,0.33
217,*ON(=O)=O,N1O3,,0,0.66,0.66,,0.66,0.66
218,FC(F)(F)O*,C1F3O1,,0.066914505,0.482857143,0.5,,0.482857143,0.39
219,ClCO*,C1H2Cl1O1,,0,0.41,0.41,0.41,0.41,0.41
220,FCO*,C1H2F1O1,,0,0.37,0.37,0.37,0.37,0.37
221,ClC(Cl)O*,C1H1Cl2O1,,0,0.49,0.49,0.49,0.49,0.49
222,FC(F)O*,C1H1F2O1,,0.06164414,0.44,0.45,,0.44,0.36
223,ClC(Cl)(Cl)O*,C1Cl3O1,,0.128062485,0.45,0.51,0.51,0.43,0.51
224,*OC#N,C1N1O1,,0.005,0.795,0.795,,0.795,0.8
225,CS(=O)(=O)O*,C1H3O3S1,,0.03,0.58,0.58,,0.58,0.55
226,CP(C)*,C2H6P1,,0.033993463,0.033333333,0.02,,0.033333333,0.08
227,CCP(*)CC,C4H10P1,,0,-0.04,-0.04,,-0.04,
228,*P(C#N)C#N,C2N2P1,,0,0.58,0.58,,0.58,0.58
229,COP(*)OC,C2H6O2P1,,0,0.09,0.09,,0.09,0.09
230,CN(C)P(*)N(C)C,C4H12N2P1,,0,0,0,,0,0
232,*P(C1=CC=CC=C1)C1=CC=CC=C1,C12H10P1,,0.060530984,0.096,0.05,0.05,0.086666667,0.05
233,ClP(Cl)*,Cl2P1,,0.074087036,0.423333333,0.46,,0.423333333,0.46
234,FP(F)*,F2P1,,0.005,0.375,0.375,,0.375,0.38
235,ClP(Cl)(*)=O,Cl2O1P1,,0.07,0.58,0.58,,0.58,0.65
238,CP(C)(*)=O,C2H6O1P1,,0.193535526,0.408,0.36,,0.408,0.31
239,CCCCP(*)(=O)CCCC,C8H18O1P1,,0.004714045,0.246666667,0.25,0.25,0.245,0.24
240,COP(*)(=O)OC,C2H6O3P1,,0,0.36,0.36,0.36,0.36,0.36
241,CCOP(*)(=O)OCC,C4H10O3P1,,0.130947403,0.208333333,0.25,,0.208333333,0.33
243,*P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,C12H10O1P1,,0.081315711,0.221428571,0.26,0.26,0.204,0.26
244,CP(C)(*)=S,C2H6P1S1,,0,0.23,0.23,,0.23,
245,ClP(Cl)(*)=S,Cl2P1S1,,0.055,0.375,0.375,,0.375,0.43
246,*P(=S)(C1=CC=CC=C1)C1=CC=CC=C1,C12H10P1S1,,0.082141477,0.188333333,0.2,,0.188333333,0.15
247,S*,H1S1,,0.044629998,0.242857143,0.25,,0.242857143,
248,CS*,C1H3S1,,0.064883561,0.211111111,0.23,0.23,0.20875,0.25
249,CCS*,C2H5S1,,0.059066817,0.213333333,0.25,,0.213333333,0.25
250,CCCS*,C3H7S1,,0,0.24,0.24,,0.24,0.24
251,CCCCS*,C4H9S1,,0,0.23,0.23,,0.23,0.23
253,CC(C)S*,C3H7S1,,0,0.26,0.26,,0.26,0.26
254,*SCC1=CC=CC=C1,C7H7S1,,0,0.26,0.26,,0.26,0.26
255,*SC1=CC=CC=C1,C6H5S1,,0.065680202,0.281666667,0.28,0.36,0.266,0.31
257,*SC=C,C2H3S1,,0.06,0.27,0.27,,0.27,0.21
259,*SC#C,C2H1S1,,0.098994949,0.39,0.32,0.32,0.425,0.32
260,*SC#N,C1N1S1,,0.074255565,0.551666667,0.555,,0.551666667,0.64
261,FCS*,C1H2F1S1,,0,0.27,0.27,,0.27,0.27
262,FC(F)S*,C1H1F2S1,,0.015,0.345,0.345,,0.345,0.33
263,ClS*,Cl1S1,,0,0.4,0.4,,0.4,0.4
264,FC(F)(F)S*,C1F3S1,,0.047791213,0.414,0.42,0.4,0.415,0.42
265,CN(C)S*,C2H6N1S1,,0,0.15,0.15,,0.15,0.15
266,COS*,C1H3O1S1,,0,0.25,0.25,,0.25,0.25
268,CC(=O)S*,C2H3O1S1,,0.073612159,0.3275,0.355,0.39,0.306666667,0.21
269,NC(=O)S*,C1H2N1O1S1,,0,0.33,0.33,,0.33,0.33
270,FS(F)(F)*,F3S1,,0,0.6,0.6,,0.6,0.6
271,OS(*)(=O)=O,H1O3S1,,0,0.5,0.5,,0.5,
272,CS(*)(=O)=O,C1H3O2S1,,0.027397396,0.582222222,0.58,0.55,0.584285714,0.59
273,CS(*)=O,C1H3O1S1,,0.069141562,0.478333333,0.49,0.49,0.476,0.49
274,CCS(*)(=O)=O,C2H5O2S1,,0.055577773,0.576666667,0.6,,0.576666667,0.6
276,CCCS(*)(=O)=O,C3H7O2S1,,0,0.59,0.59,,0.59,0.59
278,FS(*)(=O)=O,F1O2S1,,0.050199602,0.84,0.87,0.88,0.83,0.75
279,FS(*)=O,F1O1S1,,0,0.66,0.66,,0.66,0.66
280,ClS(*)(=O)=O,Cl1O2S1,,0.025,0.835,0.835,,0.835,0.86
281,ClS(*)=O,Cl1O1S1,,0,0.68,0.68,,0.68,0.68
282,FC(F)(F)S(*)(=O)=O,C1F3O2S1,,0.037646832,0.782222222,0.78,0.84,0.775,0.78
283,FC(F)(F)S(*)=O,C1F3O1S1,,0.078638413,0.696,0.67,0.64,0.71,0.64
284,CC(C)S(*)(=O)=O,C3H7O2S1,,0,0.59,0.59,,0.59,0.59
286,NS(*)(=O)=O,H2N1O2S1,,0.036996621,0.4675,0.45,0.44,0.476666667,0.46
290,CN(C)S(*)(=O)=O,C2H6N1O2S1,,0,0.42,0.42,,0.42,0.42
292,*S(=O)(=O)C1=CC=CC=C1,C6H5O2S1,,0.064914474,0.551666667,0.56,0.56,0.5325,0.56
293,*S(=O)C1=CC=CC=C1,C6H5O1S1,,0,0.51,0.51,0.51,0.51,0.51
294,*S(=O)(=O)C=C,C2H3O2S1,,0,0.48,0.48,,0.48,0.48
296,COS(*)=O,C1H3O2S1,,0,0.45,0.45,,0.45,0.45
297,*S(=O)(=O)C#N,C1N1O2S1,,0,0.94,0.94,,0.94,0.94
298,FC(F)S(*)(=O)=O,C1H1F2O2S1,,0.043204938,0.71,0.73,,0.71,0.75
299,Cl[I](Cl)*,,,0.11,1.19,1.19,,1.19,1.3
300,ClP(Cl)(*)=O,,,0.07,0.58,0.58,,0.58,0.65
301,F[I](F)*,,,0,0.86,0.86,,0.86,0.86
302,F[I](F)(F)(F)*,,,0,1,1,,1,1
303,FP(F)(F)(F)*,,,0,0.45,0.45,,0.45,0.45
304,FS(F)(F)(F)(F)*,,,0.063874878,0.54,0.57,0.59,0.5275,0.57
305,*[I](=O)=O,,,0,0.68,0.68,,0.68,0.68
306,*N=O,,,0.005,0.335,0.335,,0.335,0.34
307,ClC(*)=O,,,0.057619441,0.4,0.38,,0.4,0.44
308,FC(*)=O,,,0.130724477,0.396666667,0.39,,0.396666667,0.39
309,FC(F)(F)N=N*,,,0,0.45,0.45,,0.45,
310,FC(F)(F)S(=O)(=O)O*,,,0.13,0.71,0.71,,0.71,0.84
311,*N=C=O,,,0.010897247,0.3625,0.36,0.36,0.363333333,0.36
312,*N=C=S,,,0,0.42,0.42,,0.42,0.42
314,FC(F)S(*)=O,,,0,0.65,0.65,,0.65,0.65
315,FC(F)(F)S(=O)(=O)N*,,,0,0.49,0.49,,0.49,0.49
316,FC(F)S(*)(=O)=O,,,0,0.66,0.66,,0.66,0.66
318,NC(=O)N*,,,0.02,0.21,0.21,,0.21,0.23
319,NC(=S)N*,,,0,0.29,0.29,0.29,0.29,0.29
322,FOCN(*)COF,,,0,0.58,0.58,,0.58,0.58
324,FC(F)(F)S(*)=C=O,,,0,0.51,0.51,,0.51,0.51
325,FC(=O)N(*)C(F)(F)F,,,0,0.5,0.5,,0.5,0.5
326,FC(F)(F)N(*)C(F)(F)F,,,0,0.49,0.49,0.49,0.49,0.49
327,FC(F)(F)S(=O)(=O)N(*)S(=O)(=O)C(F)(F)F,,,0,0.7,0.7,0.7,0.7,0.7
328,FC(F)(F)P(*)C(F)(F)F,,,0,0.5,0.5,,0.5,0.5
329,*C(=O)C#N,,,0,0.66,0.66,,0.66,0.66
333,ClCOC*,,,0,0.35,0.35,,0.35,0.35
335,FC(F)(F)S(=O)C*,,,0,0.26,0.26,,0.26,0.26
336,FC(F)(F)S(=O)(=O)C*,,,0,0.28,0.28,,0.28,0.28
340,ClCC(=O)N*,,,0,0.35,0.35,,0.35,
345,CN(*)S(=O)(=O)C(F)(F)F,,,0,0.48,0.48,,0.48,0.48
350,NC(=O)C*,,,0,0.06,0.06,,0.06,0.06
355,OCC*,,,0,0,0,,0,0
358,CN(C)S(*)=O,,,0,0.3,0.3,,0.3,0.3
359,CN(*)S(C)(=O)=O,,,0,0.34,0.34,,0.34,0.34
360,CS(=O)(=O)N(*)S(C)(=O)=O,,,0,0.45,0.45,0.45,0.45,0.45
361,FC(F)(F)C#C*,,,0,0.35,0.35,,0.35,0.35
362,FC(F)(F)C(=N*)C(F)(F)F,,,0,0.35,0.35,,0.35,0.35
363,FC(F)(F)C(F)(F)C(F)(F)*,,,0,0.39,0.39,,0.39,0.39
364,FC(F)(F)C(F)(*)C(F)(F)F,,,0,0.48,0.48,,0.48,0
368,OC(*)(C(F)(F)F)C(F)(F)F,,,0.04189935,0.336666667,0.35,,0.336666667,0.28
369,FC(F)(F)SC(*)SC(F)(F)F,,,0,0.44,0.44,0.44,0.44,0.44
373,FC(F)(F)S(=O)(=O)\C=C\*,,,0.015,0.325,0.325,,0.325,0.34
379,*COC=C,,,0,0.15,0.15,,0.15,0.15
384,ClC(Cl)(Cl)CC*,,,0,0.07,0.07,,0.07,0.07
403,CN(C)OC*,,,0.014142136,0.27,0.28,0.28,0.265,0.28
404,NC(=O)CC*,,,0,0.03,0.03,,0.03,0.03
405,CCC(=O)N*,,,0,0.25,0.25,,0.25,0.25
406,CC(C)=NO*,,,0,0.29,0.29,,0.29,0.29
417,CCN(C)*,,,0,-0.01,-0.01,,-0.01,
420,FC(F)(F)OCO[I](*)OCOC(F)(F)F,,,0,1.22,1.22,,1.22,1.22
421,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)*,,,0,0.39,0.39,,0.39,0.39
422,FC(F)(F)SC(*)(SC(F)(F)F)SC(F)(F)F,,,0,0.49,0.49,0.49,0.49,0.49
423,FC(F)(F)C(F)(F)C(F)(F)C*,,,0,0.14,0.14,,0.14,0.14
424,CC(*)(C#N)C#N,,,0,0.63,0.63,,0.63,0.63
432,COCN(*)COC,,,0,0.37,0.37,0.37,0.37,0.37
438,CCOC(=O)C*,,,0,0.15,0.15,,0.15,0.15
442,NOCCCC*,,,0,0.02,0.02,,0.02,0.02
445,CC(C)(O)C*,,,0,-0.04,-0.04,,-0.04,-0.04
448,CCC(C)O*,,,0,0.26,0.26,,0.26,0.26
453,C[N](C)(C)*,,,0.134577528,0.893333333,0.93,0.93,0.882857143,0.93
459,CC(C)=CC*,,,0,0,0,,0,
465,CC(C)(C)OC*,,,0,-0.01,-0.01,,-0.01,
470,CCOC(*)OCC,,,0,-0.17,-0.17,,-0.17,
476,CCOP(=O)(C*)OCC,,,0.07,0.06,0.06,,0.06,
477,ClC1=C(Cl)C(Cl)=C(*)C(Cl)=C1Cl,,,0,0.25,0.25,,0.25,
478,FC1=C(F)C(F)=C(*)C(F)=C1F,,,0.03,0.28,0.28,,0.28,
512,[O-][N+](=O)C1=CC=C(S*)C=C1,,,0,0.35,0.35,,0.35,
515,[O-][N+](=O)C1=CC=C(O*)C=C1,,,0,0.47,0.47,,0.47,0.47
517,[O-][N+](=O)C1=CC=C(OS*)C=C1,,,0,0.54,0.54,,0.54,
518,[O-][N+](=O)C1=CC=C(C=C1)S(*)(=O)=O,,,0.02,0.63,0.63,,0.63,0.65
519,*NC1=CC=CC=C1,,,0.044542115,0.224,0.19,0.19,0.246666667,0.25
521,*NS(=O)(=O)C1=CC=CC=C1,,,0,0.33,0.33,,0.33,0.33
542,*OC(=O)C1=CC=CC=C1,,,0.107591821,0.452,0.43,,0.452,
556,COC1=CC=C(S*)C=C1,,,0,0.27,0.27,,0.27,0.27
559,COC1=CC=C(O*)C=C1,,,0,0.39,0.39,,0.39,0.39
561,COC1=CC=C(C=C1)S(*)=O,,,0,0.5,0.5,,0.5,0.5
563,CC1=CC=C(C=C1)S(*)(=O)=O,,,0,0.55,0.55,,0.55,0.55
566,COC1=CC=C(C=C1)S(*)(=O)=O,,,0.085,0.625,0.625,,0.625,0.54
571,*SCC1=CC=CC=C1,,,0,0.26,0.26,,0.26,0.26
586,*CCONC1=CC=CC=C1,,,0,0,0,,0,0
587,COCN(*)C1=CC=CC=C1,,,0,0.22,0.22,,0.22,0.22
597,*CSCC1=CC=CC=C1,,,0,0.06,0.06,,0.06,0.06
598,*SCCC1=CC=CC=C1,,,0,0.23,0.23,,0.23,0.23
631,*CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,,,0,0.2,0.2,,0.2,
