no,fragment.daylight,fragments.manual.search,epi.value,std.dev,reg.avg,reg.median,reg.mode,avg.dist,hansch.pref
108,OCC(O)*,C2H5O2,-0.04,0,-0.04,-0.04,,-0.04,
109,OC(O)*,C1H3O2,0,0,0,0,,0,
110,OC(F)*,C1H2F1O1,0.7,0,0.7,0.7,,0.7,
111,COC(C)*,C3H7O1,0.03,0,0.03,0.03,,0.03,
112,CCC(*)OC,C4H9O1,0.03,0,0.03,0.03,,0.03,
113,COCC(*)OC,C4H9O2,0.03,0,0.03,0.03,,0.03,
114,*C1CC1,C3H5,-0.21,0.047258156,-0.22,-0.215,-0.21,-0.222,-0.21
115,*C1CCC1,C4H7,-0.15,0.008291562,-0.1425,-0.145,-0.15,-0.14,
116,*C1CCCC1,C5H9,-0.2,0.064951905,-0.1225,-0.135,,-0.1225,-0.14
117,*C1CCCCC1,C6H11,-0.22,0.040620192,-0.18,-0.185,-0.22,-0.166666667,-0.15
118,*C1CCCCCC1,C7H13,-0.22,0,-0.22,-0.22,,-0.22,
119,CC(C)(C)*,C4H9,-0.15,0.152236658,-0.112,-0.2,-0.2,-0.053333333,-0.2
120,CCC(C)(C)*,C5H11,-0.2,0.01118034,-0.195,-0.195,,-0.195,-0.18
121,CC(C)C(C)(C)*,C6H13,-0.15,0,-0.15,-0.15,,-0.15,
122,CC(C)(C)C(C)(C)*,C7H15,-0.15,0,-0.15,-0.15,,-0.15,
123,CC(C)(C)CC(C)(C)*,C8H17,-0.15,0,-0.15,-0.15,,-0.15,
124,CC(C)(C)CC(C)(*)C(C)(C)C,C11H23,-0.15,0,-0.15,-0.15,,-0.15,
125,CC(C)C(C)(*)C(C)C,C8H17,-0.15,0,-0.15,-0.15,,-0.15,
126,CC(C)C(C)(*)C(C)(C)C,C9H19,-0.15,0,-0.15,-0.15,,-0.15,
127,CCC(*)(C(C)C)C(C)(C)C,C10H21,-0.15,0,-0.15,-0.15,,-0.15,
128,CCC(*)(CC)C(C)C,C8H17,-0.15,0,-0.15,-0.15,,-0.15,
129,CCC(*)(CC)C(C)(C)C,C9H19,-0.15,0,-0.15,-0.15,,-0.15,
130,CCC(*)(C(C)C)C(C)C,C9H19,-0.15,0,-0.15,-0.15,,-0.15,
131,CCC(*)(CC)CC,C7H15,-0.15,0.025,-0.175,-0.175,,-0.175,-0.2
132,CC(C)C(*)(C(C)C)C(C)C,C10H21,-0.15,0,-0.15,-0.15,,-0.15,
133,CC(*)(C1=CC=CC=C1)C1=CC=CC=C1,C14H13,-0.08,0,-0.08,-0.08,,-0.08,
134,CCC(*)(C1=CC=CC=C1)C1=CC=CC=C1,C15H15,-0.08,0,-0.08,-0.08,,-0.08,
135,*C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C19H15,0.08,0.03,0.05,0.05,0.08,0.05,0.02
136,CC(C)(O)*,C3H7O1,0.6,0.339411255,0.36,0.6,0.6,0.24,0.6
137,COC(C)(C)*,C4H9O1,0.03,0,0.03,0.03,,0.03,
138,CC(C)(Br)*,C3H6Br1,0.14,0,0.14,0.14,,0.14,
139,CC(Br)(Br)*,C2H3Br2,0.2,0,0.2,0.2,,0.2,
140,FC(F)(F)*,C1F3,0.53,0.045650849,0.514,0.52,0.53,0.513333333,0.54
141,ClC(Cl)(Cl)*,C1Cl3,0.46,0.047609523,0.43,0.45,0.46,0.424,0.46
142,BrC(Br)(Br)*,C1Br3,0.29,0,0.29,0.29,0.29,0.29,0.29
143,IC(I)(I)*,C1I3,0.3,0,0.3,0.3,,0.3,
144,FC(F)(Cl)*,C1Cl1F2,0.46,0,0.46,0.46,0.46,0.46,0.46
145,FC(F)(F)C(F)(F)*,C2F5,0.52,0.080138769,0.576666667,0.52,0.52,0.605,0.52
146,*C=C,C2H3,-0.09,0.032015621,-0.055,-0.06,,-0.055,-0.04
147,CC=C*,C3H5,0.02,0,0.02,0.02,,0.02,
148,CCC=C*,C4H7,-0.04,0,-0.04,-0.04,,-0.04,
149,CC(C)=C*,C4H7,0.02,0,0.02,0.02,,0.02,
150,*\C=C\C=O,C3H3O1,0.13,0,0.13,0.13,0.13,0.13,0.13
151,OC(=O)\C=C\*,C3H3O2,0.09,0.339705755,0.44,0.33,,0.44,
152,CC(=O)\C=C\*,C4H5O1,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01
153,CCOC(=O)\C=C\*,C5H7O2,0.03,0,0.03,0.03,,0.03,
154,ClC=C*,C2H2Cl1,0.01,0,0.01,0.01,,0.01,
155,ClC(Cl)=C*,C2H1Cl2,0.08,0,0.08,0.08,,0.08,
156,FC(F)=C*,C2H1F2,0.07,0,0.07,0.07,,0.07,
157,*\C=C/C#N,C3H2N1,0.17,0,0.17,0.17,0.17,0.17,0.17
158,*C=C(C#N)C#N,C4H1N2,0.7,0.065996633,0.746666667,0.7,0.7,0.77,0.84
159,*\C=C/N(=O)=O,C2H2N1O2,0.26,0,0.26,0.26,0.26,0.26,0.26
160,*\C=C/C1=CC=CC=C1,C8H7,-0.07,0.020548047,-0.086666667,-0.075,-0.07,-0.095,-0.07
161,CC(*)=C,C3H5,0.16,0.051854497,0.123333333,0.16,0.16,0.105,0.05
162,C\C=C(\C)*,C4H7,0.16,0,0.16,0.16,,0.16,
163,ClC(Cl)=C(Cl)*,C2Cl3,0.15,0,0.15,0.15,,0.15,
164,FC(F)=C(F)*,C2F3,0.14,0,0.14,0.14,,0.14,
165,*C(C#N)=C(C#N)C#N,C5N3,0.98,0,0.98,0.98,0.98,0.98,0.98
166,*C#C,C2H1,0.23,0.021354157,0.242,0.23,0.23,0.245,0.23
167,CC#C*,C3H3,0.12,0.036742346,0.09,0.105,0.12,0.08,0.03
168,*C#CC1=CC=CC=C1,C8H5,0.16,0.151070256,0.216666667,0.16,0.16,0.255,0.16
169,FC(F)(F)C#C*,C3F3,0.51,0,0.51,0.51,0.51,0.51,0.51
170,*C=O,C1H1O1,0.44,0.150020575,0.487777778,0.45,0.52,0.48375,0.42
171,OC(*)=O,C1H1O2,0.44,0.08232726,0.423333333,0.41,0.41,0.427142857,0.45
172,CCOC(*)=O,C3H5O2,0.44,0.061278887,0.418571429,0.41,0.41,0.42,0.45
173,CC(*)=O,C2H3O1,0.47,0.052497619,0.482,0.485,,0.482,0.5
174,CC(C)C(*)=O,C4H7O1,0.36,0.055,0.415,0.415,,0.415,0.47
175,*C(=O)C1=CC=CC=C1,C7H5O1,0.46,0.041007715,0.444285714,0.43,0.46,0.441666667,0.43
176,FC(F)(F)C(*)=O,C2F3O1,0.8,0,0.8,0.8,0.8,0.8,0.8
177,NC(*)=O,C1H2N1O1,0.36,0.045704364,0.373333333,0.37,0.43,0.362,
178,CNC(*)=O,C2H4N1O1,0.36,0,0.36,0.36,0.36,0.36,0.36
179,*C(=O)NC1=CC=CC=C1,C7H6N1O1,0.41,0.014142136,0.4,0.41,0.41,0.395,0.41
180,COC(*)=O,C2H3O2,0.39,0.037601714,0.431666667,0.43,0.39,0.4425,0.45
181,CCOC(*)=O,C3H5O2,0.45,0.061875451,0.42,0.41,0.45,0.416,0.45
182,*C1=CC=CC=C1,C6H5,-0.01,0.031917863,-0.0025,0,-0.01,-0.003333333,-0.01
183,*C1=CC=C2C=CC=CC2=C1,C10H7,-0.01,0,-0.01,-0.01,,-0.01,
184,*C1=CC2=C(C=C1)C=C1C=CC=CC1=C2,C14H9,-0.01,0,-0.01,-0.01,,-0.01,
185,*C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,C18H11,-0.01,0,-0.01,-0.01,,-0.01,
186,*C1=CC=CO1,C4H3O1,0.02,0.004714045,0.016666667,0.02,0.02,0.015,0.02
187,*C1=COC=C1,C4H3O1,0.1,0,0.1,0.1,,0.1,
188,N*,H2N1,-0.57,0.184588431,-0.560666667,-0.57,-0.57,-0.550833333,-0.66
189,CN*,C1H4N1,-0.85,0.10480458,-0.724,-0.7,,-0.724,-0.7
190,CCN*,C2H6N1,-0.61,0,-0.61,-0.61,,-0.61,0
191,CCCN*,C3H8N1,-0.55,0,-0.55,-0.55,,-0.55,
192,CCCCN*,C4H10N1,-0.51,0,-0.51,-0.51,,-0.51,0
193,*NC1=CC=CC=C1,C6H6N1,-0.45,0.108230721,-0.451666667,-0.45,-0.45,-0.452,-0.56
194,*NC=O,C1H2N1O1,0,0.08845903,0.025,0,0,0.033333333,0
195,CC(=O)N*,C2H4N1O1,0,0.053516353,-0.034,-0.06,-0.07,-0.018333333,0
196,*NC(=O)C1=CC=CC=C1,C7H6N1O1,0.08,0.12089665,-0.058,-0.07,0.08,-0.06,-0.19
197,CCOC(=O)N*,C3H6N1O2,-0.15,0.091787799,-0.115,-0.15,-0.15,-0.103333333,-0.15
198,NC(=O)N*,C1H3N2O1,-0.24,0,-0.24,-0.24,,-0.24,
199,ON*,H2N1O1,-0.34,0,-0.34,-0.34,-0.34,-0.34,-0.34
200,NN*,H3N2,-0.55,0,-0.55,-0.55,-0.55,-0.55,-0.55
201,CN(C)*,C2H6N1,-0.83,0.434132962,-0.61,-0.715,-0.83,-0.573333333,-0.83
202,CCN(*)CC,C4H10N1,-0.53,0.299686911,-0.758571429,-0.7,-0.53,-0.796666667,-0.72
203,CN(*)C(C)=O,C3H6N1O1,0.26,0,0.26,0.26,0.26,0.26,0.26
204,O*,H1O1,-0.38,0.435338948,-0.17,-0.38,-0.38,-0.1175,-0.37
205,CO*,C1H3O1,0.01,0.285087706,-0.285,-0.235,,-0.285,-0.27
206,CCO*,C2H5O1,-0.24,0.464665352,-0.461666667,-0.25,-0.24,-0.57,-0.24
207,CCCO*,C3H7O1,-0.25,0.010897247,-0.2525,-0.25,-0.25,-0.253333333,-0.25
208,CCCCO*,C4H9O1,-0.32,0.00942809,-0.313333333,-0.32,-0.32,-0.31,-0.32
209,CCCCCO*,C5H11O1,-0.34,0.00942809,-0.333333333,-0.34,-0.34,-0.33,-0.34
210,CC(C)O*,C3H7O1,-0.45,0.075424723,-0.396666667,-0.45,-0.45,-0.37,-0.45
211,*OCC=C,C3H5O1,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25
212,*OCC#C,C3H3O1,-0.25,0,-0.25,-0.25,,-0.25,
213,*OC1CCCCC1,C6H11O1,0.01,0,0.01,0.01,,0.01,
214,*OC1=CC=CC=C1,C6H5O1,-0.03,0.144154624,-0.041666667,-0.03,-0.03,-0.044,-0.03
215,CC(=O)O*,C2H3O2,0.31,0.099163165,0.25,0.235,0.31,0.2575,0.31
216,FC(F)(F)C(=O)O*,C1F3O2,0.46,0,0.46,0.46,,0.46,
217,*ON(=O)=O,N1O3,0,0.35,0.35,0.35,,0.35,0.7
218,FC(F)(F)O*,C1F3O1,0.33,0.01356466,0.334,0.33,0.32,0.333333333,0.35
219,ClCO*,C1H2Cl1O1,0.08,0,0.08,0.08,0.08,0.08,0.08
220,FCO*,C1H2F1O1,0.02,0,0.02,0.02,0.02,0.02,0.02
221,ClC(Cl)O*,C1H1Cl2O1,0.26,0,0.26,0.26,0.26,0.26,0.26
222,FC(F)O*,C1H1F2O1,0.18,0,0.18,0.18,0.18,0.18,0.18
223,ClC(Cl)(Cl)O*,C1Cl3O1,0.35,0,0.35,0.35,0.35,0.35,0.35
224,*OC#N,C1N1O1,0.54,0,0.54,0.54,0.54,0.54,0.54
225,CS(=O)(=O)O*,C1H3O3S1,0.36,0.02059126,0.344,0.36,0.36,0.333333333,0.36
226,CP(C)*,C2H6P1,0.03,0.099488488,0.138571429,0.13,0.03,0.156666667,0.06
227,CCP(*)CC,C4H10P1,0.03,0.138072445,0.134,0.08,0.03,0.16,0.13
228,*P(C#N)C#N,C2N2P1,0.9,0,0.9,0.9,0.9,0.9,0.9
229,COP(*)OC,C2H6O2P1,0.33,0,0.33,0.33,,0.33,
230,CN(C)P(*)N(C)C,C4H12N2P1,-0.06,0.146135401,0.043333333,-0.06,-0.06,0.095,0.25
231,CCOP(*)C1=CC=CC=C1,C8H10O1P1,0.38,0.03,0.35,0.35,,0.35,0.32
232,*P(C1=CC=CC=C1)C1=CC=CC=C1,C12H10P1,0.19,0.167445563,0.252727273,0.19,0.19,0.27625,0.19
233,ClP(Cl)*,Cl2P1,0.61,0.034641016,0.63,0.61,0.61,0.65,0.61
234,FP(F)*,F2P1,0.59,0.008660254,0.595,0.59,0.59,0.6,0.59
235,ClP(Cl)(*)=O,Cl2O1P1,0.9,0.205,0.785,0.9,0.9,0.746666667,0.9
236,FP(F)(*)=O,F2O1P1,0.89,0,0.89,0.89,0.89,0.89,0.89
237,OP(O)(*)=O,H2O3P1,0.42,0,0.42,0.42,0.42,0.42,0.42
238,CP(C)(*)=O,C2H6O1P1,0.5,0.05425864,0.514,0.5,0.5,0.5175,0.5
239,CCCCP(*)(=O)CCCC,C8H18O1P1,0.49,0.018856181,0.503333333,0.49,0.49,0.51,0.49
240,COP(*)(=O)OC,C2H6O3P1,0.55,0.041952354,0.57,0.55,0.55,0.575,0.53
241,CCOP(*)(=O)OCC,C4H10O3P1,0.57,0.02602981,0.567142857,0.57,0.57,0.56,0.6
242,CCCOP(*)(=O)OCCC,C6H14O3P1,0.5,0,0.5,0.5,0.5,0.5,0.5
243,*P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,C12H10O1P1,0.53,0.137070293,0.502142857,0.53,0.53,0.494545455,0.53
244,CP(C)(*)=S,C2H6P1S1,0.5,0,0.5,0.5,,0.5,
245,ClP(Cl)(*)=S,Cl2P1S1,0.8,0.182277261,0.705,0.8,0.8,0.673333333,0.8
246,*P(=S)(C1=CC=CC=C1)C1=CC=CC=C1,C12H10P1S1,0.53,0.150288978,0.453636364,0.49,0.47,0.452,0.47
247,S*,H1S1,0.15,0.062199277,0.1175,0.15,0.15,0.106666667,0.15
248,CS*,C1H3S1,0,0.062893208,0.006666667,0,0,0.0075,0
249,CCS*,C2H5S1,0.03,0.032998316,0.006666667,0.03,0.03,-0.005,0.03
250,CCCS*,C3H7S1,0.03,0,0.03,0.03,,0.03,
251,CCCCS*,C4H9S1,0.03,0,0.03,0.03,,0.03,
252,CCCCCS*,C5H11S1,0.03,0,0.03,0.03,,0.03,
253,CC(C)S*,C3H7S1,0.07,0.037712362,0.043333333,0.07,0.07,0.03,0.07
254,*SCC1=CC=CC=C1,C7H7S1,0.03,0,0.03,0.03,,0.03,
255,*SC1=CC=CC=C1,C6H5S1,0.02,0.04069398,0.062,0.07,0.02,0.073333333,0.07
256,*SC1CCCCC1,C6H11S1,0.03,0,0.03,0.03,,0.03,
257,*SC=C,C2H3S1,0.14,0.046029882,0.1825,0.17,0.14,0.196666667,0.2
258,*SCC=C,C3H5S1,0.12,0,0.12,0.12,0.12,0.12,0.12
259,*SC#C,C2H1S1,0.19,0,0.19,0.19,0.19,0.19,0.19
260,*SC#N,C1N1S1,0.52,0.096332757,0.53,0.52,0.52,0.5325,0.52
261,FCS*,C1H2F1S1,0.2,0,0.2,0.2,0.2,0.2,0.2
262,FC(F)S*,C1H1F2S1,0.36,0.004714045,0.363333333,0.36,0.36,0.365,0.37
263,ClS*,Cl1S1,0.48,0,0.48,0.48,0.48,0.48,0.48
264,FC(F)(F)S*,C1F3S1,0.5,0.040447497,0.458,0.46,0.5,0.44,0.5
265,CN(C)S*,C2H6N1S1,0.09,0,0.09,0.09,0.09,0.09,0.09
266,COS*,C1H3O1S1,1.01,0.42,0.59,0.59,,0.59,0.17
267,FCOS*,C1H2F1O1S1,0.76,0,0.76,0.76,,0.76,
268,CC(=O)S*,C2H3O1S1,0.44,0.0287054,0.424,0.44,0.44,0.42,0.44
269,NC(=O)S*,C1H2N1O1S1,0.2,0,0.2,0.2,,0.2,
270,FS(F)(F)*,F3S1,0.8,1.11E-16,0.8,0.8,0.8,0.8,0.8
271,OS(*)(=O)=O,H1O3S1,0.5,0,0.5,0.5,,0.5,
272,CS(*)(=O)=O,C1H3O2S1,0.73,0.017435596,0.714,0.72,0.73,0.705,0.72
273,CS(*)=O,C1H3O1S1,0.49,0.05018715,0.4825,0.49,0.49,0.48,0.49
274,CCS(*)(=O)=O,C2H5O2S1,0.72,0.025,0.745,0.745,,0.745,0.77
275,CCS(*)=O,C2H5O1S1,0.49,0,0.49,0.49,,0.49,
276,CCCS(*)(=O)=O,C3H7O2S1,0.72,0,0.72,0.72,,0.72,
277,CCCS(*)=O,C3H7O1S1,0.49,0,0.49,0.49,,0.49,
278,FS(*)(=O)=O,F1O2S1,0.99,0.076052613,0.994,0.99,0.91,0.993333333,0.91
279,FS(*)=O,F1O1S1,0.83,0,0.83,0.83,0.83,0.83,0.83
280,ClS(*)(=O)=O,Cl1O2S1,1.04,0.080363756,1.065,1.04,1.04,1.07,1.11
281,ClS(*)=O,Cl1O1S1,0.82,0,0.82,0.82,,0.82,
282,FC(F)(F)S(*)(=O)=O,C1F3O2S1,0.95,0.056789083,0.975,0.955,0.95,0.98,0.96
283,FC(F)(F)S(*)=O,C1F3O1S1,0.69,0.028722813,0.685,0.69,0.69,0.683333333,0.69
284,CC(C)S(*)(=O)=O,C3H7O2S1,0.72,0,0.72,0.72,,0.72,
285,CC(C)S(*)=O,C3H7O1S1,0.49,0,0.49,0.49,,0.49,
286,NS(*)(=O)=O,H2N1O2S1,0.57,0.026718699,0.588333333,0.585,0.57,0.585,0.6
287,NS(*)=O,H2N1O1S1,0.42,0,0.42,0.42,,0.42,
288,CNS(*)(=O)=O,C1H4N1O2S1,0.65,0,0.65,0.65,,0.65,
289,CNS(*)=O,C1H4N1O1S1,0.42,0,0.42,0.42,,0.42,
290,CN(C)S(*)(=O)=O,C2H6N1O2S1,0.65,0.025860201,0.6575,0.65,0.65,0.66,0.65
291,CN(C)S(*)=O,C2H6N1O1S1,0.42,0,0.42,0.42,,0.42,
292,*S(=O)(=O)C1=CC=CC=C1,C6H5O2S1,0.71,0.010954451,0.7,0.7,0.71,0.696666667,0.68
293,*S(=O)C1=CC=CC=C1,C6H5O1S1,0.47,0.012247449,0.46,0.465,0.47,0.456666667,0.44
294,*S(=O)(=O)C=C,C2H3O2S1,0.82,0,0.82,0.82,,0.82,
295,COS(*)(=O)=O,C1H3O3S1,0.9,0,0.9,0.9,0.9,0.9,0.9
296,COS(*)=O,C1H3O2S1,0.54,0,0.54,0.54,0.54,0.54,0.54
